Category,Job ID,Sub ID,URL,Title,Description,Budget Min,Budget Max,Budget Avg,Client Location,Country Normalized,Payment Verified,Relative Date,Absolute Date,Job Type,Experience Level,Allowed Applicant Countries,Skills,OrgNameRaw,OrgNameNormalized,OrgConfidence,OrgType,OrgSource
QA Testing,1.9879976220927828e+18,~021987997622092782890,https://www.upwork.com/jobs/Data-Curation-and-Engineer-for-Environments_~021987997622092782890/?referrer_url_path=/nx/search/jobs/,Data Curation and QA Engineer for RL Environments,"We are seeking an experienced engineer to assist with data curation and quality assurance for coding data in reinforcement learning (RL) environments. The ideal candidate will have experience with Python/SQL and be proficient in data handling, validation, and QA.
You will be responsible for ensuring the integrity and accuracy of coding data, while also identifying and rectifying any discrepancies. This is a critical role to support our ongoing projects, and we are looking for someone who is detail-oriented and proactive in their approach.",25.0,60.0,42.5,United States,United States,TRUE,Posted 16 hours ago,2025-11-10T21:35:43.272Z,Hourly,Intermediate,,"Python, Software QA, Software Testing, SQL",RL Environments We,rl environments we,high,individual_or_undefined,seeking
QA Testing,1.98870365022324e+18,~021988703650223239868,https://www.upwork.com/jobs/Roofing-Admin-Data-entry-basic-math-Roof-designs-train-you-Google-Aps-emails_~021988703650223239868/?referrer_url_path=/nx/search/jobs/,"Roofing Admin- Data entry, basic math, Roof designs (We train you) Google Aps, emails","$500 monthly approx. Work 7 hrs a day, 30-35 hrs weekly- anytime from 8 am MST to 5 pm MST. We also need someone to draw a roof and get roof estimates ready. We provide training. Copy numbers from one spreadsheet to another for payroll. spreadsheets, processes, programs, how to do this, how to research that, talk to grok, talk to Chat gpt, do some graphic design if you can, do some lead generation or learn facebook business center. You must be good at learning. Lots of people say they are and get frustrated or scared of doing bad when making mistakes. Be brave and be ready to learn! If you have a thick skin, please apply. Don’t apply if sometimes you confuse multiply with add, forget to add items discussed, get confused, or overwhelmed easily, and forget training.",,,,United States,United States,unknown,Posted 6 days ago,2025-11-12T14:55:00.786Z,Hourly,Entry Level,,"Python, Graphic Design, AutoCAD Civil 3D, Virtual Assistance, Google Marketing Platform",,,none,individual_or_undefined,none
QA Testing,1.9889887600089628e+18,~021988988760008962748,https://www.upwork.com/jobs/Automation-Engineer_~021988988760008962748/?referrer_url_path=/nx/search/jobs/,Automation Engineer,"We’re looking for a highly skilled Python Developer with deep expertise in automation and workflow orchestration to help transform our company’s manual operations into fully automated systems.
The ideal candidate will design, develop, and maintain automation scripts and pipelines that handle recurring business tasks — ranging from processes that need to run several times a day to those scheduled weekly. You’ll be responsible for ensuring reliability, scalability, and smooth execution of all automations, integrating data from multiple sources, and optimizing existing workflows to reduce manual effort and errors.
This role is perfect for someone who enjoys solving operational bottlenecks through intelligent automation and has a passion for building efficient, well-documented, and maintainable Python-based systems.",100.0,100.0,100.0,United States,United States,TRUE,Posted 5 days ago,2025-11-13T15:14:08.937Z,Fixed,Expert,,"Python, API Integration, Automation, API",This role,this role,high,individual_or_undefined,is_plain
QA Testing,1.990044824310208e+18,~021990044824310207811,https://www.upwork.com/jobs/Looking-for-Reliable-Automation-Expert_~021990044824310207811/?referrer_url_path=/nx/search/jobs/,Looking for a Reliable AI Automation Expert,"I’m looking for a skilled and reliable AI Automation Expert who can handle tools like n8n, Make.com, Python, OpenAI, APIs, and workflow automations.
This initial job is a small paid test task to evaluate your skills, communication, and problem-solving approach. If you perform well, I will hire you for ongoing long-term automation projects in my business.",10.0,10.0,10.0,United States,United States,TRUE,Posted 2 days ago,2025-11-16T13:10:34.257Z,Fixed,Expert,,"Python, Artificial Intelligence, Machine Learning, Lead Generation, Automation, Data Scraping",This initial job,this initial job,high,product_company,is_plain
QA Testing,1.9905998477355976e+18,~021990599847735597722,https://www.upwork.com/jobs/Automation-Engineer-with-Performance-Testing-Expertise_~021990599847735597722/?referrer_url_path=/nx/search/jobs/,QA / Automation Engineer (with Performance Testing Expertise),"care.coach is a leading provider of innovative digital health solutions. Our virtual avatars serve as compassionate companions, supporting older adults and vulnerable populations with engaging, interactive care. We’re building meaningful tech that changes lives—and our avatars are at the heart of that experience.
We are seeking a QA/Automation Engineer who is passionate about improving robust test automation frameworks and ensuring high-quality software delivery. This role combines functional and performance testing, automation development, and close collaboration with engineering teams to maintain reliability and scalability across our applications.
Key Responsibilities
Design, develop, and maintain automated test frameworks for web, API, and backend services.
Implement performance testing strategies to assess system scalability and reliability under load.
Experience to script for HTTP and web socket specifically using Jmeter, Locust.
Collaborate with developers and product teams to define test plans and acceptance criteria.
Analyze test results, identify bottlenecks, and provide actionable insights for optimization.
Integrate automated tests into CI/CD pipelines for continuous quality assurance.
Ensure comprehensive coverage for regression, functional, and performance scenarios.
Required Qualifications
Bachelor’s degree in Computer Science, Engineering, or related field.
Strong proficiency in Python and experience with Behave for BDD.
3+ years of experience in test automation tools (e.g., Selenium, Playwright, Cypress) and scripting languages (Python, Java, or JavaScript).
Hands-on experience with performance testing tools (e.g., JMeter, Gatling, Locust).
Familiarity with API testing, RESTful services, and microservices architecture.
Familiarity with CI/CD tools (Jenkins, GitHub Actions, Azure DevOps).
Solid understanding of software QA methodologies and best practices.
Preferred Qualifications
Experience with cloud-based performance testing (AWS, Azure, GCP).
Knowledge of monitoring and profiling tools (Grafana, Prometheus, New Relic).
Exposure to containerized environments (Docker).",10.0,25.0,17.5,United States,United States,TRUE,Posted 12 hours ago,2025-11-18T01:56:02.151Z,Hourly,Intermediate,,"Python, Selenium, Apache JMeter, API Testing, Docker, CI/CD",Automation Engineer who,automation engineer who,high,product_company,is_plain
QA Testing,1.973833666306088e+18,~021973833666306087937,https://www.upwork.com/jobs/Playwright_~021973833666306087937/?referrer_url_path=/nx/search/jobs/,Playwright,We have recently started using Playwright for automation testing at my workplace. I would like some help with testing and understanding the overall workflow.,,,,,,unknown,Posted 2 weeks ago,2025-09-29T15:55:00.216Z,Hourly,Intermediate,,"QA Automation, QA Engineering, Selenium, Cypress, Appium",,,none,individual_or_undefined,none
QA Testing,1.97451901413802e+18,~021974519014138020175,https://www.upwork.com/jobs/Consultant-Playwright-Expert-Part-Time_~021974519014138020175/?referrer_url_path=/nx/search/jobs/,QA Consultant (Playwright Expert) | Part-Time,"We’re Narrative (trynarrative.com), building an AI-driven end-to-end UI testing product that helps teams automate their QA processes faster and smarter. Our mission is to redefine how engineering teams test and ship high-quality software.
We already have a strong engineering team in place and are now looking for an experienced QA Consultant who can guide us in setting up and refining our Playwright-based automation framework.
Role Overview
- We’re looking for someone with 3–4 years of hands-on Playwright experience (not manual testing) to join us on a consulting basis.
- You’ll join our daily product stand-ups (about an hour a day) and help us ensure we’re building the right testing architecture, generating and scaling automated tests effectively.
- This is a temporary role for now, but it can evolve into a long-term or full-time opportunity as we expand to more products in the Narrative suite.",5.0,10.0,7.5,India,India,FALSE,Posted 2 weeks ago,2025-10-04T16:56:32.729Z,Hourly,Expert,,QA Automation,This,this,high,individual_or_undefined,is_plain
QA Testing,1.976721847876366e+18,~021976721847876366054,https://www.upwork.com/jobs/Automated-Script_~021976721847876366054/?referrer_url_path=/nx/search/jobs/,Automated Script,"We need someone to book shipments for us in Purolator system. There are 499 shipments to create for a specific date, so we need this done immediately. It would be very helpful to have this run in a script. See SCRIBE step by step below, as well as the information of each shipment in the attached excel spreadsheet.",,,,,,unknown,Posted 3 days ago,2025-10-10T15:54:00.512Z,Hourly,Intermediate,,"QA Automation, GUI Testing, Test Automation, Python, Puppeteer",,,none,individual_or_undefined,none
QA Testing,1.983446323305472e+18,~021983446323305471992,https://www.upwork.com/jobs/Romanian_~021983446323305471992/?referrer_url_path=/nx/search/jobs/,QA Romanian,"Looking for someone to test a landing page (insurance form).
Task: check functionality, fill out the form, ""buy"" insurance(i will send you testing card details) and report any issues or errors.
Duration: 1 hour of work.
Requirements: attention to detail, internet access, and a modern browser.
Simple one-time testing task with quick payment after completion.
Send a short message if you're interested.",25.0,25.0,25.0,Romania,Romania,TRUE,Posted yesterday,2025-10-29T08:10:29.004Z,Fixed,Intermediate,Romania,"QA Engineering, Testing, Romanian, Bug Reports, Quality Assurance",,,none,individual_or_undefined,none
QA Testing,1.9682531643322808e+18,~021968253164332281004,https://www.upwork.com/jobs/Part-time-support-for-development-agency_~021968253164332281004/?referrer_url_path=/nx/search/jobs/,Part time QA support for development agency,"Looking for an experienced QA to join our team across multiple projects.
Responsibilities include:
- Creating test cases
- Communicating with developers/PM
- Manually testing web/mobile applications",5.0,15.0,10.0,Portugal,Portugal,TRUE,Posted 4 weeks ago,2025-09-17T09:58:17.617Z,Hourly,Intermediate,,"QA Engineering, QA Software & Testing Tools, QA Testing, Bug Reports",,,none,individual_or_undefined,none
QA Testing,1.9777588108416115e+18,~021977758810841611555,https://www.upwork.com/jobs/Playwright-Engineer-Documentation-Specialist_~021977758810841611555/?referrer_url_path=/nx/search/jobs/,Playwright - QA Engineer - Documentation Specialist,"We are looking for playwright and QA engineer that also has experience making beautiful documentation in confluence and/or with Markdown.
About Us:
- We are an enterprise b2b startup serving life sciences and research organizations
- We have been in business 10 years, and have a fast growing team
About You:
- You have experiencing automating QA tests with Playwright
- You can jump in and understand how to use our platform from the user perspective (mostly medical writers use our platform)
- You write beautiful documentation, and have experience drafting things in Confluence that are easy to ready/understand. We will be asking for samples of both your playwright work, and documentation you have drafted. If you can't share any samples, or have no public work available your application will not be considered.
Looking forward to meeting you!",10.0,25.0,17.5,United States,United States,TRUE,Posted 24 minutes ago,2025-10-13T15:30:20.367Z,Hourly,Intermediate,,"QA Engineering, Atlassian Confluence, Documentation",Documentation Specialist We,documentation specialist we,high,product_company,seeking
QA Testing,1.9890702776555356e+18,~021989070277655535362,https://www.upwork.com/jobs/Quality-Assurance-Engineer_~021989070277655535362/?referrer_url_path=/nx/search/jobs/,Quality Assurance Engineer,"We're seeking a detail-oriented QA Engineer who can identify critical issues before they reach production. You'll be responsible for establishing robust testing processes across our mobile (React Native/Expo) and web applications in the logistics and freight management domain. Key Responsibilities:-
1. Testing Strategy & Execution:
* Design and execute comprehensive test plans covering functional, regression, integration, and user acceptance testing for both mobile (iOS/Android) and web applications.
* Identify edge cases and scenarios that typical QA testing misses - think beyond happy path testing.
* Perform exploratory testing to uncover issues that scripted tests don't catch.
* Test across multiple devices, OS versions, screen sizes, and network conditions.
* Validate offline functionality, background processes, and real-time features critical to logistics operations.
2. Mobile-Specific Testing
* Test iOS and Android builds thoroughly before production release.
* Validate push notifications, background location tracking, and device permissions.
* Test app behavior under poor network conditions, app backgrounding, and device interruptions.
* Verify camera/document scanning features, biometric authentication, and device-specific features.
* Test app updates and ensure smooth migration paths for existing users.
Required Qualifications:-
1. Technical Skills
* 5+ years of QA experience testing mobile and web applications.
* Strong experience testing React Native or native iOS/Android applications.
* Deep understanding of mobile app lifecycle, device permissions, and platform-specific behaviors.
* Experience testing RESTful APIs, real-time features (WebSockets/SignalR), and background processes.
* Familiarity with testing tools (TestFlight, Firebase App Distribution, BrowserStack, Charles Proxy, etc.).
* Understanding of authentication flows, and data security testing.
2. Domain Knowledge:
* Experience in logistics, transportation, or field service applications is a strong plus.
* Understanding of workflows involving drivers, dispatchers, and operations teams.
* Familiarity with document processing, GPS tracking, and offline-first application.",,,,Canada,Canada,TRUE,Posted 5 days ago,2025-11-13T20:38:04.235Z,Hourly,Expert,,"QA Engineering, Web Testing, Mobile App Testing, Automated Testing, QA Software & Testing Tools",,,none,individual_or_undefined,none
QA Testing,1.9909824994878095e+18,~021990982499487809915,https://www.upwork.com/jobs/Mobile-App-Tester-Needed-iOS-Android_~021990982499487809915/?referrer_url_path=/nx/search/jobs/,Mobile App QA Tester Needed (iOS/Android),"We are looking to hire an experienced Mobile App QA Tester to thoroughly test our iOS/Android application. The goal is to identify bugs, validate functionality, ensure smooth user experience, and provide actionable feedback to help improve the overall quality of the app.",15.0,15.0,15.0,Canada,Canada,TRUE,Posted 10 hours ago,2025-11-19T03:16:33.428Z,Fixed,Entry Level,,"QA Engineering, Manual Testing, Android, Mobile App Testing, Software QA, Bug Reports",Needed (iOS/Android) We,needed,high,product_company,seeking
QA Testing,1.9752045804345247e+18,~021975204580434525215,https://www.upwork.com/jobs/mobile-and-web-application-Tester-needed-ASAP_~021975204580434525215/?referrer_url_path=/nx/search/jobs/,QA mobile and web application Tester needed ASAP,"Need QA Tester for Web & Mobile App Manual Testing
Description:
We are looking for a detail-oriented QA Tester to join our team and get involved in system development. The ideal candidate will test the full functionality of our applications (both web and mobile) and provide clear, actionable reports to the developer and project manager.
Responsibilities:
Test web and mobile applications thoroughly to ensure full functionality.
Identify, document, and report bugs or issues in a clear and detailed manner.
Collaborate with the developer and project manager to ensure smooth resolution of issues.
Validate that features meet the project requirements and expected behavior.
Suggest improvements to enhance app usability and performance.
Requirements:
Must have at least one certification.
Most Common QA Tester Certifications
ISTQB Certified Tester – Foundation Level (CTFL)
Certified Software Tester (CSTE)
Certified Associate in Software Testing (CAST)
Certified Software Quality Analyst (CSQA)
Proven experience in manual testing for web and mobile applications.
Strong understanding of QA methodologies and test case creation.
Good command of English, both written and conversational, for clear communication.
Ability to work independently and report issues clearly and timely.
Attention to detail and a proactive approach to problem-solving.",,,,,,unknown,Posted last week,2025-10-06T16:23:00.270Z,Hourly,Expert,,"QA Testing, QA Software & Testing Tools",Testing Description: We,testing description: we,high,product_company,seeking
QA Testing,1.97638023155754e+18,~021976380231557540151,https://www.upwork.com/jobs/for-ios-app_~021976380231557540151/?referrer_url_path=/nx/search/jobs/,QA for ios app,"Hi
Looking for experience tester to test ios app and report bugs and how to reproduce them in google sheet
Bid only if you have huge experience and reply with IOS_QA_GURU",10.0,10.0,10.0,Ukraine,Ukraine,TRUE,Posted 4 days ago,2025-10-09T20:12:21.446Z,Fixed,Expert,,"QA Testing, QA Software & Testing Tools",,,none,individual_or_undefined,none
QA Testing,1.980437750102416e+18,~021980437750102415975,https://www.upwork.com/jobs/Local-Tester-for-Payment-Processing-Denmark-Finland_~021980437750102415975/?referrer_url_path=/nx/search/jobs/,Local QA Tester for Payment Processing in Denmark or Finland,We are seeking a local QA tester based in Denmark or Finland to evaluate the payment processing user experience on our website. The ideal candidate will have experience with local banking systems and be able to test using local cards.,5.0,10.0,7.5,Australia,Australia,TRUE,Posted last week,2025-10-21T00:55:29.222Z,Hourly,Intermediate,,QA Testing,,,none,individual_or_undefined,none
QA Testing,1.9807654605339208e+18,~021980765460533920610,https://www.upwork.com/jobs/iOS-Engineer-Part-Time-Hours-per-Day_~021980765460533920610/?referrer_url_path=/nx/search/jobs/,"iOS QA Engineer (Part-Time, 3-4 Hours per Day)","About the Role
We’re looking for a detail-oriented iOS QA Engineer to rigorously test our iOS app for functionality, stability, and design accuracy. You’ll play a key role in ensuring every feature, edge case, and UI element works flawlessly before release.
Responsibilities
- Test the iOS app for bugs, crashes, and inconsistencies across all features and flows.
- Verify that code updates and new functionalities are bug-free before each build is shipped.
- Ensure UI alignment with the Figma design — pixel-perfect spacing, colors, and layouts.
- Identify, reproduce, and document issues clearly in our bug tracking system (with screenshots, videos, or logs).
- Collaborate with developers and designers to verify bug fixes and visual polish.
- Perform daily QA sessions (~3–4 hours/day) on new builds and regress previously tested areas.
Core Areas to Test
- User Registration & Onboarding
- Blindbox / Open Purchase Flow
- Unboxing Experience
- AR Camera Functionality
- AI Enhancement Feature
- Settings & Profile Management
- Search System
- Gifting Flow
- Edge Cases & Error Handling (e.g. network drops, double taps, app relaunches)
Requirements
- Proven experience testing iOS apps (TestFlight, Xcode, or physical device testing).
- Strong attention to detail — you notice UI misalignments and micro-animations instantly.
- Familiarity with Figma for design comparison.
- Comfortable writing clear and structured bug reports (e.g., Notion, Linear, or Jira).
Bonus: Experience with ARKit, camera features, or AI image/video processing.
Time Commitment
- 3–4 hours per day, flexible schedule.
- Daily testing cycles and feedback loops with the product & engineering team.",10.0,30.0,20.0,United States,United States,TRUE,Posted last week,2025-10-21T22:37:41.481Z,Hourly,Intermediate,,QA Testing,,,none,individual_or_undefined,none
QA Testing,1.981097059467495e+18,~021981097059467494905,https://www.upwork.com/jobs/Tester-for-Web-App-Launch_~021981097059467494905/?referrer_url_path=/nx/search/jobs/,QA Tester for Web App Launch,"We’re getting a web app ready for launch and need a sharp QA tester to run a final round of testing. Your mission: help us catch bugs, UI issues, and anything else that could disrupt the user experience before we go live.
You’ll be creating practical, clear documentation that our team can use to fix issues and confirm the app is production-ready.
What you’ll do:
Write a concise Test Plan.
Create detailed Test Cases covering key features and user flows.
Build a Test Checklist for quick pre-launch smoke testing.
Log well-documented Bug Reports with clear steps, expected vs. actual results, and screenshots.
We’re looking for someone who:
Has real experience testing web apps.
Can write clear, actionable test cases and bug reports.
Is thorough, proactive, and knows what to look for before a launch.
Communicates clearly and can work independently.
Nice to have :
Experience with cross-browser or mobile responsiveness testing.
How to apply:
Please include links or samples of past work (e.g., test cases or bug reports).",135.0,135.0,135.0,POL,Poland,TRUE,Posted last week,2025-10-22T20:35:20.849Z,Fixed,Intermediate,,"QA Testing, QA Software & Testing Tools",,,none,individual_or_undefined,none
QA Testing,1.9829059121785976e+18,~021982905912178597880,https://www.upwork.com/jobs/PropTech-Specialist-Real-Estate-Domain-Expert_~021982905912178597880/?referrer_url_path=/nx/search/jobs/,PropTech QA Specialist & Real Estate Domain Expert,"About Us: RedTap (Real Estate Digital Transformation Advisory Partners) is a specialized consulting firm acting as a strategic ""outsourced CTO"" for the real estate industry. We guide real estate firms through digital transformation, identifying operational problems and implementing best-in-class technology solutions.
The Role: We are augmenting our internal development team with a specialized QA Analyst & Real Estate Domain Expert. We are looking for someone with hands-on experience in the real estate industry (e.g., property management, leasing, operations) to help us test and validate the custom software, AI agents, and automated workflows we build for our clients.
This role is for a subject matter expert who can act as the ""first user,"" ensuring that our technical solutions are practical, accurate, and truly solve the intended business problem. You will be the critical bridge between our developers and the end-user's reality.",10.0,20.0,15.0,USA,United States,TRUE,Posted 3 days ago,2025-10-27T20:23:04.939Z,Hourly,Intermediate,,"QA Testing, QA Software & Testing Tools, QA Automation, AI Agent Development",Domain Expert. We,domain expert. we,high,agency,seeking
QA Testing,1.9838262654202e+18,~021983826265420200214,https://www.upwork.com/jobs/Testers-Wanted-Test-Online-Store_~021983826265420200214/?referrer_url_path=/nx/search/jobs/,QA Testers Wanted – Test My Online Store,"I need testers to check my e-commerce website for bugs, errors, and user issues.
You just test all features and give me a clear report.",148.0,148.0,148.0,Sri Lanka,Sri Lanka,TRUE,Posted 6 hours ago,2025-10-30T09:20:14.287Z,Fixed,Entry Level,,QA Testing,,,none,individual_or_undefined,none
QA Testing,1.9894673270983964e+18,~021989467327098396417,https://www.upwork.com/jobs/iOS-App-Tester_~021989467327098396417/?referrer_url_path=/nx/search/jobs/,iOS App QA Tester,"I need a QA tester to thoroughly review an iOS app my developer built. The app helps users plan trips together, and I want to ensure it’s polished, stable, and aligned with the original design.
This is more of an informal role. I care more about UX intuition efficiency than elaborate QA processes.
Responsibilities:
- Verify the app matches the Figma designs accurately
- Test all features and confirm they work as intended
- Evaluate overall UX and suggest improvements
- Identify and document all bugs
- Recommend small UX enhancements (e.g., pop-ups, wording fixes) when needed
Required Skills:
- Exceptional attention to detail
- Experience interacting with Figma
- Solid understanding of iOS app behavior and user experience
Availability:
- Ready to start immediately
- Must be available between 6 PM and 12 AM Pakistan Standard Time
If you do great work, I would for you to work on future projects with me.",10.0,10.0,10.0,United States,United States,TRUE,Posted 4 days ago,2025-11-14T22:55:48.208Z,Hourly,Intermediate,,"QA Testing, Figma",This,this,high,product_company,is_plain
QA Testing,1.9679649221354568e+18,~021967964922135456757,https://www.upwork.com/jobs/Engineer-Manager_~021967964922135456757/?referrer_url_path=/nx/search/jobs/,QA Engineer / Manager,"Lead quality assurance for an AI-powered property management platform featuring autonomous agents, complex integrations, and modern web applications. Responsible for testing AI agent behaviors, third-party API integrations, and full-stack application functionality.
Key Responsibilities
AI Agent & Integration Testing
- Design test strategies for AI agent decision-making, cross-agent workflows, and performance optimization
- Test complex third-party integrations (Yardi, Elisa AI, Twilio, payment systems, marketplace APIs)
- Validate real-time data synchronization, conflict resolution, and webhook processing
- Conduct performance testing for high-volume concurrent operations and load scenarios
Platform Testing & QA Management
- Execute comprehensive testing of Django REST APIs and Angular frontend applications
- Test multi-tenant architecture, security, real-time dashboards, and mobile applications
- Develop automated testing frameworks and integrate with CI/CD pipelines
- Manage QA processes, documentation, defect tracking, and team coordination
- Implement automated continuous tests using simulators, with alerts integrated into Slack and other monitoring tools
Required Qualifications
Experience
- 5+ years in QA roles, with leadership experience preferred
- 2+ years testing AI/ML systems, model validation, and automation workflows
- Extensive REST API testing and third-party integration validation
- Full-stack testing experience (Django, Angular, databases, cloud platforms)
- Advanced test automation framework development and implementation
Technical Skills
- Testing Tools: Selenium, Cypress, pytest, Jest, Postman, JMeter
- Programming: Python, JavaScript/TypeScript, SQL scripting
- Platforms: Django REST Framework, Angular, PostgreSQL, AWS, Docker
- CI/CD: GitLab CI, automated testing integration, deployment validation
Preferred Experience
- Property management or real estate software testing
- Financial system testing and reconciliation validation
- QA team leadership and process optimization
- Security testing and compliance validation
Key Testing Focus Areas
- AI agent accuracy, performance metrics, and decision validation
- Complex workflow automation and cross-system integration
- Financial operations, payment processing, and audit compliance
- Real-time data synchronization and performance optimization
- Multi-role user interfaces and mobile application functionality
Application Requirements
- Portfolio demonstrating SaaS platform testing at scale
- Examples of AI/ML system validation projects
- Strong analytical and problem-solving skills
- Deep understanding of automation and integration testing strategies
To work from 9:00 to 17:00 Central European time - Full time.",,,,Poland,Poland,TRUE,Posted 4 weeks ago,2025-09-16T14:52:55.299Z,Fixed,Expert,,"Quality Assurance, Functional Testing, Automated Testing, Bug Reports",,,none,individual_or_undefined,none
QA Testing,1.9714433310443697e+18,~021971443331044369703,https://www.upwork.com/jobs/need-help-with-mobile-app-testing_~021971443331044369703/?referrer_url_path=/nx/search/jobs/,I need help with XC UI mobile app testing,I am looking for someone who help me with xc ui ios mobile app testing!,,,,,,unknown,Posted 3 weeks ago,2025-09-22T15:56:00.413Z,Hourly,Intermediate,,"Quality Assurance, Software Testing, Software QA, Mobile App Testing",,,none,individual_or_undefined,none
QA Testing,1.975917606193681e+18,~021975917606193681018,https://www.upwork.com/jobs/Quick-Survey-for-Calibration-Quality-Engineers-min_~021975917606193681018/?referrer_url_path=/nx/search/jobs/,"Quick Survey for Calibration & Quality Engineers (10 min, $20)","We’re conducting short written surveys with professionals who are responsible for equipment calibration and quality management — for example:
- Calibration engineers
- QA / QC managers
- Metrology specialists
- Lab or maintenance managers
🧭 Goal:
To understand how calibration schedules and certificates are currently tracked (Excel, paper logs, internal tools, etc.), what challenges people face, and what an ideal solution would look like.
This is purely research — not a sales pitch or product test.
💬 What to expect:
- 6–8 short written questions (no calls or meetings)
- Takes about 10 minutes to complete
- You can answer directly in Upwork chat or via a Google Form
- Fixed payment: $20 once your answers are received
💼 Who we’re looking for:
People with real experience in any of the following areas:
- Calibration management
- Quality assurance (ISO 9001 / ISO 17025 / GMP)
- Equipment maintenance / metrology
- Laboratory operations
📋 To apply, please include:
1️⃣ Your current role (e.g. QA Manager, Calibration Engineer, Lab Tech, etc.)
2️⃣ Roughly how many instruments or pieces of equipment require regular calibration in your work
💡 Example:
""I'm a QA manager at a food testing lab. We track ~150 instruments in Excel and paper logs.""",20.0,20.0,20.0,Ukraine,Ukraine,TRUE,Posted 5 days ago,2025-10-08T13:34:02.997Z,Fixed,Intermediate,,Quality Assurance,This,this,high,product_company,is_plain
QA Testing,1.9788589943739113e+18,~021978858994373911277,https://www.upwork.com/jobs/Quality-Assurance-Tester-for-software_~021978858994373911277/?referrer_url_path=/nx/search/jobs/,Quality Assurance Tester for software,"Test software
Find bugs/issues
Full testing required
Must be available to start immediately",,,,Canada,Canada,unknown,Posted last month,2025-10-18T15:03:00.791Z,Hourly,Intermediate,,"Quality Assurance, Quality Control, Quality Audit",,,none,individual_or_undefined,none
QA Testing,1.9837433540881464e+18,~021983743354088146261,https://www.upwork.com/jobs/Tester-Redirect-Logic-Account-Flow-Verification_~021983743354088146261/?referrer_url_path=/nx/search/jobs/,QA Tester – Redirect Logic & Account Flow Verification,"Overview:
We are hiring a QA tester to verify login and redirect behavior between two connected e-commerce stores. The goal is to confirm that users are always directed to the correct destination (login, activation, or checkout) depending on their account state.
Scope of Work:
• Test all predefined cases for every account status combination (activated, not activated, not created, with or without orders) across both stores.
• Create and manage test accounts using a real checkout flow. A credit card is required, but transactions can be canceled immediately with no cost.
• Compare actual results against the expected outcomes listed in the shared test matrix.
• Provide screenshots or short screen recordings for any incorrect redirects.
Objectives:
• Ensure login redirects behave correctly in both directions between the two stores.
• Confirm activation and checkout pages appear only when appropriate.
• Maintain a consistent and seamless user experience across both stores.",10.0,12.0,11.0,Germany,Germany,TRUE,Posted 15 hours ago,2025-10-30T03:50:46.660Z,Hourly,Intermediate,,Quality Assurance,Verification Overview: We,verification overview: we,high,individual_or_undefined,seeking
QA Testing,1.9848651595212872e+18,~021984865159521287218,https://www.upwork.com/jobs/Senior-Engineer_~021984865159521287218/?referrer_url_path=/nx/search/jobs/,Senior QA Engineer,HI We need Senior QA Engineers for our software projects. Please respond with how much time you can commit each week and your past projects experience.,,,,JPN,Japan,unknown,Posted 2 weeks ago,2025-11-04T14:59:00.297Z,Hourly,Intermediate,,"Quality Assurance, Software QA, Software Testing, Integration Testing, Testing Framework, Web Testing",,,none,individual_or_undefined,none
QA Testing,1.9875243922682929e+18,~021987524392268293259,https://www.upwork.com/jobs/Engineer-SAP-Tosca-Automation-Lead-Experience-Preferred_~021987524392268293259/?referrer_url_path=/nx/search/jobs/,QA Engineer (SAP + Tosca) – Automation Lead Experience Preferred,"We are looking for an experienced QA Engineer with a strong background in SAP and Tosca. The ideal candidate will have lead QA experience and a solid understanding of both manual and automated testing strategies.
You’ll play a key role in assessing our current QA processes, guiding automation decisions, and ensuring we scale efficiently by reusing and maintaining automation test assets.
The project involves testing SAP-based applications (specifically connection and module integrations). You should be able to compare Tosca with Selenium and other QA tools and provide insights into which tools and strategies best fit different testing contexts.
Responsibilities:
•	Plan, design, and execute QA strategies for SAP applications using Tosca.
•	Compare Tosca vs Selenium and other QA tools to recommend the best-fit approach.
•	Define and balance manual vs automated testing for maximum efficiency.
•	Scale automation by reusing existing tests and optimizing test frameworks.
•	Participate in daily team calls (EST time zone).
•	Report issues, document test results, and collaborate with the dev and product teams.
Requirements:
•	3+ years of QA experience, including both manual and automated testing.
•	Hands-on experience with SAP testing (especially SAP connection modules).
•	Strong experience with Tosca (test case design, automation framework setup, execution).
•	Experience with Selenium and other QA tools for comparative evaluation.
•	Lead QA or test automation architect experience preferred.
•	Excellent communication and analytical skills.
•	Available for daily syncs in EST hours.
Preferred Qualifications:
•	Experience optimizing automation frameworks for reuse and scalability.
•	Ability to make data-driven decisions on when to automate vs. test manually.
•	Prior experience working in agile, distributed teams.
Location:
Remote — any location, but must be able to join daily calls in EST time zone.",15.0,22.0,18.5,United States,United States,TRUE,Posted 2 days ago,2025-11-09T14:15:16.454Z,Hourly,Intermediate,,Quality Assurance,Experience Preferred We,experience preferred we,high,product_company,seeking
